run_id,key,value,step,timestamp
8dcea7306314467cb3509a99bf4284f9,Correct prime,0,0,0
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.0004035089223179966,1,1
8dcea7306314467cb3509a99bf4284f9,Correct prime,-0.0017644736217334867,2,2
8dcea7306314467cb3509a99bf4284f9,Correct prime,-0.010439839214086533,3,3
8dcea7306314467cb3509a99bf4284f9,Correct prime,-0.018583199009299278,4,4
8dcea7306314467cb3509a99bf4284f9,Correct prime,-0.036016520112752914,5,5
8dcea7306314467cb3509a99bf4284f9,Correct prime,-0.04248688742518425,6,6
8dcea7306314467cb3509a99bf4284f9,Correct prime,-0.04214323312044144,7,7
8dcea7306314467cb3509a99bf4284f9,Correct prime,-0.04272513836622238,8,8
8dcea7306314467cb3509a99bf4284f9,Correct prime,-0.04121707007288933,9,9
8dcea7306314467cb3509a99bf4284f9,Correct prime,-0.03702855855226517,10,10
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.1925743669271469,11,11
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.3248198926448822,12,12
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.32099807262420654,13,13
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.31002041697502136,14,14
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.3083547055721283,15,15
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.2783184349536896,16,16
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.527625560760498,17,17
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.7395851612091064,18,18
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.7979016304016113,19,19
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.9893405437469482,20,20
8dcea7306314467cb3509a99bf4284f9,Correct prime,1.0531423091888428,21,21
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.9974263310432434,22,22
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.9314242005348206,23,23
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.953437864780426,24,24
8dcea7306314467cb3509a99bf4284f9,Correct prime,1.082344651222229,25,25
8dcea7306314467cb3509a99bf4284f9,Correct prime,1.073000192642212,26,26
8dcea7306314467cb3509a99bf4284f9,Correct prime,1.0160303115844727,27,27
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.9669918417930603,28,28
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.9164276719093323,29,29
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.9183840155601501,30,30
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.8602745532989502,31,31
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.8085792064666748,32,32
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.7644065618515015,33,33
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.723688542842865,34,34
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.6933998465538025,35,35
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.6650750637054443,36,36
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.6300761699676514,37,37
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.6100383996963501,38,38
8dcea7306314467cb3509a99bf4284f9,Correct prime,0.5973221659660339,39,39
8dcea7306314467cb3509a99bf4284f9,Prime Max,0,0,0
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.06614582240581512,1,1
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.27427247166633606,2,2
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.38284048438072205,3,3
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.6073570251464844,4,4
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.5889145731925964,5,5
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.5476323962211609,6,6
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.5515271425247192,7,7
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.6361402273178101,8,8
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.6580266952514648,9,9
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.6542769074440002,10,10
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.6222050786018372,11,11
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.5791776776313782,12,12
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.5550256967544556,13,13
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.5281612277030945,14,14
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.521569013595581,15,15
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.4915686845779419,16,16
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.527625560760498,17,17
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.7395851612091064,18,18
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.7979016304016113,19,19
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.9893405437469482,20,20
8dcea7306314467cb3509a99bf4284f9,Prime Max,1.0531423091888428,21,21
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.9974263310432434,22,22
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.9314242005348206,23,23
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.953437864780426,24,24
8dcea7306314467cb3509a99bf4284f9,Prime Max,1.082344651222229,25,25
8dcea7306314467cb3509a99bf4284f9,Prime Max,1.073000192642212,26,26
8dcea7306314467cb3509a99bf4284f9,Prime Max,1.0160303115844727,27,27
8dcea7306314467cb3509a99bf4284f9,Prime Max,0.9669918417930603,28,28
